497,91,69,91,69,117,497,117,character
68,155,68,138,0,138,0,155,character
170,138,120,138,120,156,170,156,character
359,156,359,138,273,138,273,156,character
432,158,432,139,389,139,389,158,character
170,203,169,185,119,187,120,205,character
68,205,68,187,0,187,0,205,character
352,205,352,188,280,188,280,205,character
469,205,469,188,397,188,397,205,character
81,252,81,235,0,235,0,252,character
264,295,264,277,112,277,112,295,character
68,292,0,292,0,311,68,311,character
337,311,337,293,273,293,273,311,character
511,293,404,293,404,311,511,311,character
177,329,177,310,98,310,98,329,character
68,370,68,350,0,350,0,370,character
359,351,273,351,273,370,359,370,character
511,369,511,352,404,352,404,369,character
206,424,206,404,0,404,0,424,character
511,436,510,403,213,407,214,440,character
