20,22,20,5,0,5,0,22,character
71,44,71,26,21,26,21,44,character
78,50,21,48,20,66,77,68,character
180,69,28,69,28,88,180,88,character
129,93,21,93,21,111,129,111,character
511,130,510,112,20,115,21,134,character
511,153,510,136,0,138,0,156,character
511,176,510,157,0,161,0,179,character
56,185,0,183,0,199,55,201,character
129,204,21,204,21,224,129,224,character
511,243,510,223,20,226,21,246,character
158,268,158,250,0,250,0,268,character
122,272,21,272,21,289,122,289,character
511,309,510,289,20,293,21,313,character
511,331,510,312,0,316,0,335,character
254,355,253,337,0,340,0,358,character
159,377,158,359,20,363,21,381,character
511,399,510,379,20,383,21,403,character
363,423,362,405,0,407,0,425,character
334,467,333,447,0,451,0,471,character
511,488,510,469,0,475,0,493,character
511,510,510,492,0,496,0,514,character
