325,11,325,0,247,0,247,11,character
439,46,439,17,379,17,379,46,FFF
110,72,110,39,32,39,32,72,character
275,80,275,54,235,54,235,80,character
104,142,104,111,28,111,28,142,character
295,153,295,124,235,124,235,153,character
139,187,0,178,-1,205,138,214,character
109,258,0,250,-2,282,106,290,character
512,282,229,264,226,297,510,315,character
89,355,89,319,13,319,13,355,character
456,352,220,335,219,361,454,378,character
85,419,85,386,10,386,10,419,character
296,435,296,401,218,401,218,435,character
100,461,0,454,-2,485,97,493,character
