182,0,67,0,68,16,182,16,character
247,21,246,2,190,4,191,23,character
511,70,511,50,486,50,486,70,character
154,81,153,65,60,70,61,86,character
511,87,479,87,479,114,511,114,character
190,105,189,91,67,94,68,108,character
219,131,218,117,67,122,68,136,character
247,160,246,145,67,151,68,166,character
211,178,210,164,103,168,104,182,character
511,180,464,180,464,194,511,194,character
348,226,347,207,67,218,68,236,character
511,209,464,209,464,223,511,223,character
511,305,510,286,82,298,83,317,character
511,327,510,309,74,322,75,340,character
341,355,340,336,74,344,75,363,character
406,381,406,366,371,366,371,381,character
