433,23,383,23,383,39,433,39,character
94,26,1,26,1,44,94,44,character
223,29,138,27,137,44,222,46,character
353,49,353,33,282,33,282,49,character
418,60,418,45,390,45,390,60,character
22,80,22,64,0,64,0,80,character
260,69,138,64,137,81,259,86,character
433,87,433,73,376,73,376,87,character
296,123,0,117,0,134,295,140,character
149,208,143,195,61,230,66,243,character
197,232,147,195,137,209,186,246,character
174,244,163,207,61,240,73,277,character
433,234,289,232,288,250,432,252,character
418,265,289,260,288,279,417,284,character
108,302,108,290,87,290,87,302,character
207,306,201,294,176,307,182,318,character
183,338,179,323,141,333,145,348,character
