511,41,511,7,97,7,97,41,character
72,37,72,8,0,8,0,37,character
57,81,57,51,0,51,0,81,character
233,97,233,68,100,68,100,97,character
32,116,32,86,0,86,0,116,character
511,194,511,164,97,164,97,194,character
58,207,58,178,0,178,0,207,character
260,225,260,198,97,198,97,225,character
299,314,299,283,174,283,174,314,character
44,348,44,317,0,317,0,348,character
375,356,375,328,99,328,99,356,character
511,372,511,343,459,343,459,372,character
259,388,259,361,217,361,217,388,character
403,430,326,391,304,435,381,473,character
325,447,302,401,241,431,264,477,character
81,467,81,437,0,437,0,467,character
56,500,56,473,0,473,0,500,character
