355,141,355,120,302,120,302,141,character
511,157,401,157,401,177,511,177,character
212,188,212,167,168,167,168,188,character
511,197,511,177,414,177,414,197,character
84,198,84,181,25,181,25,198,character
105,221,105,200,3,200,3,221,character
231,236,231,215,152,215,152,236,character
504,236,504,215,423,215,423,236,character
210,282,210,261,168,261,168,282,character
85,307,85,285,23,285,23,307,character
220,331,220,309,158,309,158,331,character
502,331,502,310,421,310,421,331,character
511,368,511,345,124,345,124,368,character
73,376,73,354,33,354,33,376,character
511,389,511,368,257,368,257,389,character
380,426,380,405,272,405,272,426,character
511,438,0,435,0,455,510,458,character
511,460,0,455,0,475,510,480,character
509,480,0,475,0,496,508,501,character
