511,51,0,39,0,60,510,72,character
511,85,0,73,0,94,510,106,character
511,169,272,169,272,203,511,203,character
113,172,0,169,0,188,112,190,character
206,205,56,203,55,223,205,225,character
511,215,416,211,415,231,510,235,character
511,276,0,262,0,283,510,298,character
511,323,0,308,0,328,510,343,character
511,346,0,332,0,352,510,366,character
77,357,0,355,0,373,76,375,character
511,391,0,375,0,396,510,412,character
149,403,0,399,0,418,148,422,character
511,436,0,420,0,441,510,457,character
63,448,0,445,0,463,62,466,character
451,479,0,466,0,486,450,499,character
511,505,0,490,0,509,510,524,character
