205,4,119,4,119,22,205,22,character
344,8,243,5,242,22,343,25,character
213,31,97,29,96,46,212,48,character
293,50,293,35,243,35,243,50,character
205,58,119,56,118,74,204,76,character
329,60,243,58,242,76,328,78,character
111,109,68,109,68,124,111,124,character
220,112,141,110,140,126,219,128,character
409,134,409,115,330,115,330,134,character
511,137,511,121,505,121,505,137,character
497,161,243,154,242,173,496,180,character
482,184,243,176,242,192,481,200,character
475,203,243,196,242,213,474,220,character
96,220,96,204,75,204,75,220,character
205,221,205,206,155,206,155,221,character
490,223,243,217,242,234,489,240,character
490,243,243,236,242,253,489,260,character
460,262,243,257,242,275,459,280,character
490,306,243,301,242,318,489,323,character
96,307,75,307,75,323,96,323,character
227,310,126,306,125,324,226,328,character
460,326,243,320,242,337,459,343,character
490,370,243,364,242,381,489,387,character
96,380,75,380,75,395,96,395,character
213,383,134,381,133,398,212,400,character
490,391,243,384,242,401,489,408,character
307,406,236,403,235,421,306,424,character
490,453,236,447,235,465,489,471,character
482,476,236,468,235,484,481,492,character
482,494,236,487,235,504,481,511,character
242,499,104,492,103,510,241,517,character
96,509,96,495,68,495,68,509,character
