511,8,147,1,146,18,510,25,character
348,26,147,22,146,38,347,42,character
511,49,147,43,146,60,510,66,character
333,66,147,62,146,79,332,83,character
312,87,147,85,146,101,311,103,character
391,109,147,104,146,121,390,126,character
312,129,147,126,146,143,311,146,character
511,154,140,146,139,164,510,172,character
511,176,140,168,139,185,510,193,character
511,197,140,190,139,206,510,213,character
511,218,140,210,139,227,510,235,character
283,235,147,232,146,249,282,252,character
305,272,305,256,147,256,147,272,character
240,277,140,274,139,289,239,292,character
369,294,369,278,298,278,298,294,character
511,302,140,295,139,312,510,319,character
427,323,155,317,154,333,426,339,character
205,343,155,338,153,352,203,357,character
377,342,219,339,218,356,376,359,character
427,360,427,348,413,348,413,360,character
205,365,155,359,153,373,203,380,character
398,365,219,362,218,377,397,380,character
218,383,140,383,140,397,218,397,character
412,405,140,399,139,416,411,422,character
511,428,133,421,132,440,510,446,character
290,446,140,444,139,460,289,462,character
511,483,511,459,471,459,471,483,character
233,482,233,466,140,466,140,482,character
511,492,133,485,132,503,510,510,character
