298,44,298,24,223,24,223,44,character
23,44,23,25,0,25,0,44,character
15,139,15,118,0,118,0,139,character
298,137,298,119,221,119,221,137,character
452,177,452,157,0,157,0,177,character
326,199,326,177,49,177,49,199,character
405,225,392,207,356,233,369,251,character
171,236,171,217,65,217,65,236,character
441,269,441,250,0,250,0,269,character
440,270,0,270,0,288,440,288,character
299,309,299,290,0,290,0,309,character
61,349,61,315,0,315,0,349,FFF
275,341,275,321,192,321,192,341,character
455,439,455,416,274,416,274,439,character
