159,19,158,3,0,9,0,25,character
73,39,72,25,0,28,0,42,character
144,51,143,37,0,43,0,57,character
267,62,266,48,0,59,0,73,character
468,69,467,55,0,75,0,88,character
180,97,179,83,0,91,0,104,FFF
238,110,237,96,0,105,0,119,FFF
209,126,208,112,0,121,0,134,character
180,143,179,129,0,136,0,150,character
144,160,143,145,0,151,0,166,character
189,204,187,180,15,188,16,212,character
403,219,402,201,0,217,0,235,character
87,257,86,237,0,241,0,261,character
195,277,194,257,0,266,0,285,character
326,288,323,271,250,283,253,300,character
252,297,251,280,159,282,160,299,character
390,312,388,294,158,310,160,328,character
453,341,452,323,0,342,0,360,character
396,371,395,354,0,370,0,387,character
245,407,245,390,196,390,196,407,character
173,409,172,391,0,398,0,416,character
441,448,438,417,308,426,311,457,character
137,437,136,420,0,426,0,443,character
267,461,266,442,0,453,0,472,character
482,479,481,460,0,481,0,500,character
338,489,303,489,303,508,338,508,character
252,500,52,500,52,511,252,511,character
