511,101,511,79,483,79,483,101,character
158,107,157,92,65,96,66,111,character
511,145,511,118,468,118,468,145,character
194,131,193,118,65,122,66,135,character
223,155,222,142,65,146,66,159,character
244,181,243,168,65,170,66,183,character
201,187,109,187,109,200,201,200,character
511,221,511,209,461,209,461,221,character
345,245,344,228,72,236,73,253,character
511,249,511,236,454,236,454,249,character
237,428,237,364,159,364,159,428,character
157,395,157,374,59,374,59,395,character
511,470,511,441,468,441,468,470,character
