290,17,290,0,161,0,161,17,character
511,42,0,40,0,64,510,65,character
511,74,0,73,0,95,510,97,character
192,106,0,104,0,128,191,129,character
289,151,0,151,0,182,289,182,character
322,210,215,210,215,239,322,239,character
149,212,53,210,52,235,148,237,character
511,237,511,213,378,213,378,237,character
171,285,171,261,0,261,0,285,character
511,286,511,261,215,261,215,286,character
247,321,129,321,129,348,247,348,character
247,377,129,377,129,405,247,405,character
257,457,256,432,117,434,118,459,character
