511,12,511,0,6,0,6,12,character
511,24,510,8,5,13,6,29,character
511,41,510,25,5,30,6,46,character
511,57,510,42,5,48,6,63,character
511,75,510,60,12,64,13,79,character
511,92,510,76,5,81,6,97,character
105,113,105,99,6,99,6,113,character
511,126,510,110,0,116,0,132,character
511,143,510,128,12,133,13,148,character
511,159,510,144,12,150,13,165,character
511,176,510,161,12,166,13,181,character
511,193,510,178,12,184,13,199,character
511,211,510,196,12,199,13,214,character
493,227,492,212,12,217,13,232,character
511,245,510,229,0,234,0,250,character
511,262,510,247,12,251,13,266,character
314,282,313,266,12,269,13,285,character
511,295,510,280,41,285,42,301,character
19,303,19,289,0,289,0,303,character
511,314,510,297,12,303,13,319,character
41,322,13,320,12,333,40,335,character
511,346,510,329,41,334,42,351,character
12,353,12,339,0,339,0,353,character
511,363,510,347,12,353,13,369,character
156,370,13,370,13,383,156,383,character
511,395,510,381,41,386,42,401,character
12,402,12,389,0,389,0,402,character
511,414,510,398,12,404,13,419,character
256,432,255,417,12,419,13,434,character
278,451,277,434,41,437,42,454,character
19,453,19,440,0,440,0,453,character
