381,28,381,0,261,0,261,28,FFF
254,25,254,8,179,8,179,25,character
466,59,466,43,414,43,414,59,character
464,84,464,63,404,63,404,84,FFF
159,107,159,87,21,87,21,107,character
505,104,505,88,358,88,358,104,character
422,155,422,109,357,109,357,155,FFF
120,154,120,138,0,138,0,154,character
223,176,223,158,0,158,0,176,character
412,200,412,170,371,170,371,200,FFF
511,195,511,176,416,176,416,195,character
170,177,6,177,6,219,170,219,FFF
190,234,190,221,69,221,69,234,character
185,277,185,262,10,262,10,277,character
511,303,511,284,41,284,41,303,character
511,329,511,313,13,313,13,329,character
511,356,511,340,15,340,15,356,character
511,383,511,366,12,366,12,383,character
332,411,332,395,15,395,15,411,character
