511,39,511,16,505,16,505,39,character
511,71,511,48,505,48,505,71,character
511,104,511,81,505,81,505,104,character
511,137,511,114,505,114,505,137,character
482,170,482,145,51,145,51,170,character
511,169,511,147,495,147,495,169,character
17,185,17,161,0,161,0,185,character
362,178,147,178,148,202,362,202,character
511,201,511,179,505,179,505,201,character
511,234,511,211,505,211,505,234,character
511,266,511,244,505,244,505,266,character
511,298,511,276,505,276,505,298,character
511,331,511,308,495,308,495,331,character
511,364,511,341,505,341,505,364,character
511,396,511,373,505,373,505,396,character
511,430,511,406,495,406,495,430,character
511,463,511,440,505,440,505,463,character
510,487,0,487,0,510,510,510,character
