511,62,510,42,0,45,0,65,character
458,84,457,68,0,69,0,86,character
511,107,510,89,20,91,21,109,character
510,113,0,113,0,131,510,131,character
370,154,370,137,0,137,0,154,character
202,176,201,158,0,160,0,178,character
511,198,510,179,20,181,21,200,character
511,202,0,202,0,220,511,220,character
341,225,0,225,0,242,341,242,character
268,264,267,246,0,248,0,266,character
151,270,35,270,35,288,151,288,character
511,309,510,290,20,292,21,312,character
20,334,20,317,0,317,0,334,character
71,356,71,338,21,338,21,356,character
78,362,21,360,20,378,77,380,character
180,381,28,381,28,400,180,400,character
129,405,21,405,21,423,129,423,character
511,442,510,424,20,427,21,446,character
511,465,510,448,0,450,0,468,character
511,488,510,469,0,473,0,491,character
56,511,56,496,0,496,0,511,character
