274,27,0,16,-1,52,272,63,character
511,53,317,49,316,87,510,91,character
70,64,65,48,20,61,25,77,character
121,97,121,78,36,78,36,97,character
102,107,15,95,12,115,99,128,character
143,102,143,96,133,96,133,102,character
155,122,153,101,99,104,101,125,character
478,127,360,122,359,145,477,150,character
35,191,35,169,0,169,0,191,character
511,187,241,178,240,200,510,209,character
56,200,0,198,0,220,55,222,character
511,212,241,206,240,225,510,231,character
200,220,177,215,173,232,196,237,character
511,236,241,229,240,248,510,256,character
511,260,241,252,240,273,510,281,character
197,275,197,257,166,257,166,275,character
175,292,175,280,166,280,166,292,character
110,291,0,288,0,310,109,313,character
240,317,240,297,166,297,166,317,character
337,300,306,300,306,319,337,319,character
391,320,391,301,360,301,360,320,character
35,325,4,325,4,347,35,347,FFF
294,333,144,330,143,348,293,351,character
511,339,382,335,381,356,510,360,character
