173,15,173,0,0,0,0,15,character
441,48,438,17,308,26,311,57,character
137,37,136,20,0,26,0,43,character
267,61,266,42,0,53,0,72,character
482,79,481,60,0,81,0,100,character
338,89,303,89,303,108,338,108,character
252,117,251,99,51,107,52,125,character
310,142,309,124,144,131,145,149,character
87,151,86,133,0,136,0,154,character
303,170,302,152,8,164,9,182,character
180,202,179,185,0,192,0,209,character
489,241,488,223,0,244,0,262,character
108,305,107,286,0,291,0,309,character
310,321,309,302,0,315,0,334,character
281,345,280,328,0,339,0,356,character
497,360,496,342,0,363,0,380,character
137,399,136,381,0,387,0,405,character
245,420,244,401,0,411,0,430,character
382,473,382,452,117,452,117,473,character
37,458,0,458,0,476,37,476,character
310,493,310,476,124,476,124,493,character
331,487,331,476,318,476,318,487,character
295,494,217,494,217,511,295,511,character
339,509,337,494,309,496,311,511,character
