205,44,203,10,-1,20,0,54,character
342,94,341,72,230,77,231,99,character
201,100,200,75,124,80,126,105,character
367,127,366,107,230,113,231,133,character
201,131,200,112,127,114,128,133,character
28,116,0,116,0,135,28,135,character
89,164,88,142,0,144,0,166,character
414,161,413,141,231,150,232,170,character
217,171,216,148,112,153,113,176,character
405,232,404,211,220,217,221,238,character
419,280,418,246,209,251,210,285,character
379,360,378,344,191,348,192,364,character
386,387,385,370,191,376,192,393,character
82,395,81,378,0,381,0,398,character
122,480,122,466,94,466,94,480,character
