276,130,275,109,233,111,234,132,character
297,150,104,146,103,167,296,171,character
512,161,418,157,416,183,510,187,character
135,190,93,190,93,209,135,209,character
243,193,191,191,190,210,242,212,character
511,206,288,199,287,221,510,228,character
243,219,93,212,92,233,242,240,character
511,236,310,230,309,252,510,258,character
243,246,93,240,92,259,242,265,character
511,264,288,258,287,280,510,286,character
233,273,83,269,82,288,232,292,character
511,293,277,286,276,308,510,315,character
146,307,61,303,60,324,145,328,character
265,311,180,308,179,332,264,335,character
470,319,396,316,395,335,469,338,character
511,342,511,321,493,321,493,342,character
