311,42,311,11,159,11,159,42,character
366,101,366,79,260,79,260,101,character
180,99,180,80,120,80,120,99,character
508,101,508,80,468,80,468,101,character
18,149,18,127,0,127,0,149,character
356,148,356,128,279,128,279,148,character
190,147,190,130,113,130,113,147,character
511,148,511,132,437,132,437,148,character
20,195,20,174,0,174,0,195,character
422,198,422,177,220,177,220,198,character
37,243,37,222,0,222,0,243,character
347,244,347,222,289,222,289,244,character
36,290,36,269,0,269,0,290,character
403,291,403,271,230,271,230,291,character
7,359,7,342,0,342,0,359,character
40,382,40,367,0,367,0,382,character
69,408,69,395,0,395,0,408,character
86,436,86,422,0,422,0,436,character
55,451,55,437,0,437,0,451,character
511,505,511,480,343,480,343,505,character
187,500,187,486,0,486,0,500,character
