511,21,452,19,451,48,510,50,character
397,37,85,29,84,65,396,73,character
505,131,85,116,84,139,504,154,character
213,172,213,156,182,156,182,172,character
511,167,269,162,268,184,510,189,character
213,184,74,178,73,198,212,204,character
511,197,280,190,279,215,510,222,character
214,219,20,198,18,216,212,237,character
213,246,74,241,73,260,212,265,character
343,281,42,273,41,294,342,302,character
462,306,462,284,355,284,355,306,character
511,309,511,287,496,287,496,309,character
332,318,74,310,73,331,331,339,character
484,321,366,321,366,341,484,341,character
