512,2,223,-9,221,29,510,41,character
104,53,0,49,-1,78,102,82,character
512,71,169,55,167,86,510,102,character
125,131,0,125,-1,154,123,160,character
449,154,158,141,156,170,447,183,character
104,165,0,159,-1,184,102,190,character
330,231,158,222,156,251,328,260,character
104,227,0,221,-1,250,102,255,character
103,300,0,297,0,324,102,327,character
511,342,511,314,471,314,471,342,character
92,365,0,362,0,388,91,391,character
512,385,158,368,156,397,510,414,character
93,438,0,434,-1,463,91,467,character
512,461,158,443,156,472,510,490,character
