511,16,511,0,0,0,0,16,character
511,48,511,30,0,30,0,48,character
366,78,366,60,0,60,0,78,character
340,133,340,114,119,114,119,133,character
81,144,81,125,0,125,0,144,character
423,143,423,127,360,127,360,143,character
511,142,511,128,483,128,483,142,character
262,154,262,136,196,136,196,154,character
186,208,186,178,130,178,130,208,FFF
424,195,424,178,361,178,361,195,character
85,197,85,180,0,180,0,197,character
196,250,196,231,124,231,124,250,character
87,267,87,250,0,250,0,267,character
63,289,63,270,0,270,0,289,character
339,308,339,278,214,278,214,308,FFF
196,306,196,286,127,286,127,306,character
441,363,441,343,288,343,288,363,character
123,362,123,344,0,344,0,362,character
396,400,390,366,329,376,335,410,character
132,479,132,375,24,375,24,479,FFF
511,497,511,458,407,458,407,497,FFF
