210,14,210,0,168,0,168,14,character
85,39,85,17,23,17,23,39,character
220,63,220,41,158,41,158,63,character
502,63,502,42,421,42,421,63,character
511,100,511,77,124,77,124,100,character
73,108,73,86,33,86,33,108,character
511,121,511,100,257,100,257,121,character
380,158,380,137,272,137,272,158,character
511,170,0,167,0,187,510,190,character
511,192,0,187,0,207,510,212,character
509,212,0,207,0,228,508,233,character
238,274,238,237,161,237,161,274,FFF
131,263,131,239,0,239,0,263,character
477,265,477,243,391,243,391,265,character
182,314,182,288,0,288,0,314,character
511,360,511,335,498,335,498,360,character
