271,17,0,13,0,32,270,36,character
401,46,0,41,0,60,400,65,character
511,75,0,71,0,89,510,93,character
386,119,386,101,185,101,185,119,character
219,127,0,127,0,145,219,145,character
444,130,272,128,271,146,443,148,character
429,157,142,155,141,173,428,175,character
314,184,0,182,0,200,313,201,character
511,235,0,234,0,251,510,253,character
234,282,0,282,0,299,234,299,character
436,304,0,304,0,322,436,322,character
408,346,408,329,0,329,0,346,character
511,370,510,352,0,354,0,371,character
263,377,0,377,0,395,263,395,character
415,417,414,396,0,400,0,421,character
25,417,0,417,0,438,25,438,character
444,430,409,430,409,452,444,452,character
512,456,236,445,234,486,510,496,character
155,448,0,448,0,466,155,466,character
11,480,0,480,0,494,11,494,character
415,490,337,490,337,511,415,511,character
451,511,451,495,416,495,416,511,character
98,511,98,496,0,496,0,511,character
