511,15,161,15,161,39,511,39,character
511,47,161,47,161,72,511,72,character
511,79,161,79,161,105,511,105,character
511,113,161,113,161,137,511,137,character
138,170,138,146,0,146,0,170,character
511,146,151,146,151,170,511,170,character
511,178,161,178,161,202,511,202,character
19,203,19,179,0,179,0,203,character
511,210,161,210,161,235,511,235,character
511,243,161,243,161,267,511,267,character
511,275,161,275,161,300,511,300,character
511,331,511,308,151,308,151,331,character
511,364,511,341,161,341,161,364,character
511,397,511,373,161,373,161,397,character
511,430,511,406,151,406,151,430,character
290,463,290,440,161,440,161,463,character
511,488,0,486,0,510,510,511,character
