506,13,506,0,0,0,0,13,character
506,32,505,10,0,16,0,38,character
506,58,505,36,0,42,0,64,character
334,84,333,63,0,66,0,87,character
496,108,495,85,0,91,0,114,character
506,133,505,110,0,116,0,139,character
506,159,505,136,0,141,0,164,character
506,209,505,184,0,190,0,215,character
506,233,505,211,0,216,0,238,character
506,259,505,235,0,241,0,265,character
506,308,505,284,0,290,0,314,character
506,333,505,311,0,317,0,339,character
506,360,505,337,0,342,0,365,character
506,384,505,362,0,367,0,389,character
506,409,505,387,0,392,0,415,character
506,436,505,412,0,417,0,441,character
506,460,505,438,0,443,0,465,character
236,489,235,465,0,468,0,491,character
506,488,0,488,0,511,506,511,character
