299,12,0,9,0,30,298,33,character
198,46,0,44,0,64,197,66,character
176,78,0,76,0,96,175,98,character
263,112,0,109,0,128,262,131,character
205,143,0,140,0,160,204,163,character
407,179,0,173,0,194,406,200,character
198,206,0,206,0,231,198,231,character
227,242,0,240,0,261,226,263,character
342,278,141,276,140,297,341,299,character
439,366,435,340,355,351,358,377,character
356,387,356,367,112,367,112,387,character
357,415,357,404,336,404,336,415,character
414,436,386,436,386,452,414,452,character
408,456,365,452,363,469,406,473,character
